Wavelength_nm;Hydrogen (H);Mercury (Hg);Sodium (Na);Neon (Ne);Argon (Ar);Helium (He);Krypton (Kr);Xenon (Xe);Cadmium (Cd);Neon-Argon Mix;Fluorescent 2-band;Fluorescent 3-band;Fluorescent 4-band;LED Violet;LED Blue;LED Cyan;LED Green;LED Yellow;LED Amber;LED Orange;LED Red;LED White Warm;LED White Neutral;LED White Cool;Solar AM1.5G
478.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007381;0.000375;0.000321;0.0;0.44331;0.180568;0.01454;0.0;0.0;0.0;0.0;0.238095;0.292535;0.354489;0.994249
478.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006153;0.000275;0.000235;0.0;0.415919;0.195005;0.016072;0.0;0.0;0.0;0.0;0.237463;0.297246;0.361553;0.994496
479.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1e-05;0.0;0.005112;0.0002;0.000171;0.0;0.389282;0.210224;0.017743;0.0;0.0;0.0;0.0;0.237201;0.302106;0.368696;0.994737
479.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.041221;0.0;0.004232;0.000145;0.000124;0.0;0.363476;0.226231;0.019565;0.0;0.0;0.0;0.0;0.237294;0.307106;0.375917;0.994973
480.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001289;0.659533;0.0;0.003492;0.000104;8.9e-05;0.0;0.338564;0.243026;0.021548;0.0;0.0;0.0;0.0;0.237724;0.312234;0.383213;0.995203
480.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.189506;0.041221;0.0;0.002871;7.4e-05;6.4e-05;0.0;0.314601;0.260607;0.023703;0.0;0.0;0.0;0.0;0.238474;0.317481;0.390581;0.995427
481.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.108843;1e-05;0.0;0.002352;5.3e-05;4.5e-05;0.0;0.291632;0.278966;0.026043;0.0;0.0;0.0;0.0;0.239528;0.322839;0.398018;0.995646
481.5;0.0;0.0;0.0;0.0;0.0;0.0;5e-06;0.000244;0.0;0.0;0.00192;3.7e-05;3.2e-05;0.0;0.26969;0.298091;0.028579;0.0;0.0;0.0;0.0;0.240867;0.3283;0.405522;0.995859
482.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021533;0.0;0.0;0.0;0.001563;2.6e-05;2.2e-05;0.0;0.2488;0.317965;0.031325;0.0;0.0;0.0;0.0;0.242476;0.333858;0.413091;0.996066
482.5;0.0;0.0;0.0;0.0;0.0;0.0;0.344532;0.0;0.0;0.0;0.001267;1.8e-05;1.6e-05;0.0;0.228975;0.338564;0.034294;0.0;0.0;0.0;0.0;0.244338;0.339506;0.420723;0.996268
483.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021533;0.0;0.0;0.0;0.001024;1.3e-05;1.1e-05;0.0;0.210224;0.359861;0.037498;0.0;0.0;0.0;0.0;0.246438;0.345239;0.428416;0.996464
483.5;0.0;0.0;0.0;0.0;0.0;0.0;5e-06;0.0;0.0;0.0;0.000824;9e-06;7e-06;0.0;0.192545;0.381821;0.040954;0.0;0.0;0.0;0.0;0.24876;0.351052;0.436167;0.996655
484.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000662;6e-06;5e-06;0.0;0.175928;0.404406;0.044674;0.0;0.0;0.0;0.0;0.25129;0.35694;0.443974;0.99684
484.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000529;4e-06;3e-06;0.0;0.160359;0.427571;0.048673;0.0;0.0;0.0;0.0;0.254014;0.362899;0.451834;0.997019
485.0;1e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000422;3e-06;2e-06;0.0;0.145816;0.451263;0.052967;0.0;0.0;0.0;0.0;0.256919;0.368926;0.459747;0.997193
485.5;0.015622;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000335;2e-06;2e-06;0.0;0.132274;0.475427;0.057571;0.0;0.0;0.0;0.0;0.259992;0.375017;0.467709;0.991841
486.0;0.757697;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000265;1e-06;1e-06;0.0;0.1197;0.5;0.0625;0.0;0.0;0.0;0.0;0.263223;0.381169;0.475717;0.729683
486.5;0.143557;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000209;1e-06;1e-06;0.0;0.108062;0.524914;0.06777;0.0;0.0;0.0;0.0;0.266599;0.38738;0.483771;0.946929
487.0;0.000106;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000164;1e-06;0.0;0.0;0.097321;0.550096;0.073395;0.0;0.0;0.0;0.0;0.270111;0.393647;0.491866;0.997798
487.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000129;0.0;0.0;0.0;0.087436;0.575467;0.079393;0.0;0.0;0.0;0.0;0.27375;0.399968;0.500001;0.997983
488.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001;0.0;0.0;0.0;0.078367;0.600946;0.085778;0.0;0.0;0.0;0.0;0.277506;0.406341;0.508174;0.998125
488.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.8e-05;0.0;0.0;0.0;0.07007;0.626443;0.092565;0.0;0.0;0.0;0.0;0.281371;0.412763;0.516381;0.998261
489.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.1e-05;0.0;0.0;0.0;0.0625;0.651869;0.099769;0.0;0.0;0.0;0.0;0.285339;0.419234;0.52462;0.998392
489.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.7e-05;0.0;0.0;0.0;0.055614;0.677128;0.107406;0.0;0.0;0.0;0.0;0.289401;0.42575;0.532888;0.998518
490.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.6e-05;0.0;0.0;0.0;0.049368;0.702123;0.115488;0.0;0.0;0.0;0.0;0.293553;0.43231;0.541183;0.998639
490.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8e-05;0.0;0.0;0.0;0.043718;0.726755;0.124029;0.0;0.0;0.0;0.0;0.297787;0.438914;0.549501;0.998754
491.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.1e-05;0.0;0.0;0.0;0.038622;0.750922;0.133043;0.0;0.0;0.0;0.0;0.3021;0.445558;0.55784;0.998864
491.5;0.0;0.0;0.0;0.0;0.0;0.001418;0.0;0.000203;0.0;0.0;1.6e-05;0.0;0.0;0.0;0.034037;0.774522;0.142541;0.0;0.0;0.0;0.0;0.306486;0.452242;0.566198;0.998969
492.0;0.0;0.0;0.0;0.0;0.0;0.208457;0.0;0.090702;0.0;0.0;1.2e-05;0.0;0.0;0.0;0.029925;0.797452;0.152533;0.0;0.0;0.0;0.0;0.310941;0.458964;0.57457;0.999068
492.5;0.0;0.0;0.0;0.0;0.0;0.119727;0.0;0.157922;0.0;0.0;9e-06;0.0;0.0;0.0;0.026246;0.81961;0.163031;0.0;0.0;0.0;0.0;0.315461;0.465722;0.582954;0.999163
493.0;0.0;0.0;0.0;0.0;0.0;0.000269;0.0;0.001074;0.0;0.0;7e-06;0.0;0.0;0.0;0.022965;0.840896;0.174042;0.0;0.0;0.0;0.0;0.320043;0.472515;0.591347;0.999252
493.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5e-06;0.0;0.0;0.0;0.020045;0.861211;0.185574;0.0;0.0;0.0;0.0;0.324683;0.479341;0.599745;0.999336
494.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4e-06;0.0;0.0;0.0;0.017454;0.880458;0.197634;0.0;0.0;0.0;0.0;0.329379;0.486199;0.608147;0.999415
494.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3e-06;0.0;0.0;0.0;0.015162;0.898545;0.210224;0.0;0.0;0.0;0.0;0.334128;0.493087;0.616547;0.999489
495.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2e-06;0.0;0.0;0.0;0.013139;0.915384;0.223349;0.0;0.0;0.0;0.0;0.338928;0.500004;0.624944;0.999558
495.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2e-06;0.0;0.0;0.0;0.011359;0.930891;0.237008;0.0;0.0;0.0;0.0;0.343776;0.506947;0.633334;0.999622
496.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1e-06;0.0;0.0;0.0;0.009796;0.944988;0.251202;0.0;0.0;0.0;0.0;0.348671;0.513917;0.641713;0.999681
496.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1e-06;0.0;0.0;0.0;0.008428;0.957603;0.265927;0.0;0.0;0.0;0.0;0.353612;0.520909;0.650078;0.999734
497.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1e-06;0.0;0.0;0.0;0.007233;0.968673;0.281177;0.0;0.0;0.0;0.0;0.358596;0.527924;0.658426;0.999783
497.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006193;0.97814;0.296945;0.0;0.0;0.0;0.0;0.363621;0.53496;0.666753;0.999827
498.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00529;0.985954;0.313222;0.0;0.0;0.0;0.0;0.368688;0.542014;0.675056;0.999866
498.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004508;0.992075;0.329996;0.0;0.0;0.0;0.0;0.373794;0.549085;0.683331;0.999899
499.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003832;0.99647;0.34725;0.0;0.0;0.0;0.0;0.378938;0.556171;0.691575;0.999928
499.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003249;0.999116;0.364969;0.0;0.0;0.0;0.0;0.38412;0.563271;0.699785;0.999952
500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002749;1.0;0.383133;0.0;0.0;0.0;0.0;0.389338;0.570382;0.707955;0.999972
500.5;0.0;0.0;0.0;0.0;0.0;1e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00232;0.999116;0.401718;0.0;0.0;0.0;0.0;0.394591;0.577503;0.716084;0.999986
501.0;0.0;0.0;0.0;0.0;0.0;0.007266;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001953;0.99647;0.4207;0.0;0.0;0.0;0.0;0.399878;0.584632;0.724167;0.999995
501.5;0.0;0.0;0.0;0.0;0.0;0.352417;0.0;0.0;0.0;0.0;0.0;1e-06;1e-06;0.0;0.00164;0.992075;0.440051;0.0;0.0;0.0;0.0;0.405199;0.591767;0.732201;1.0
502.0;0.0;0.0;0.0;0.0;0.0;0.066771;0.0;0.0;0.0;0.0;0.0;1e-06;1e-06;0.0;0.001374;0.985954;0.459741;0.0;0.0;0.0;0.0;0.410553;0.598905;0.740182;1.0
502.5;0.0;0.0;0.0;0.0;0.0;4.9e-05;0.0;0.0;0.0;0.0;0.0;1e-06;1e-06;0.0;0.001149;0.97814;0.479736;0.0;0.0;0.0;0.0;0.415939;0.606046;0.748106;0.999995
503.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1e-06;1e-06;0.0;0.000958;0.968673;0.5;0.0;0.0;0.0;0.0;0.421356;0.613187;0.75597;0.999985
503.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2e-06;2e-06;0.0;0.000797;0.957603;0.520496;0.0;0.0;0.0;0.0;0.426803;0.620327;0.76377;0.999971
504.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3e-06;3e-06;0.0;0.000661;0.944988;0.541182;0.0;0.0;0.0;0.0;0.432279;0.627462;0.771503;0.999952
504.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4e-06;4e-06;0.0;0.000547;0.930891;0.562017;0.0;0.0;0.0;0.0;0.437784;0.634591;0.779165;0.999928
505.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5e-06;5e-06;0.0;0.000452;0.915384;0.582954;0.0;0.0;0.0;0.0;0.443317;0.641713;0.786751;0.999899
505.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7e-06;7e-06;0.0;0.000372;0.898545;0.603946;0.0;0.0;0.0;0.0;0.448877;0.648824;0.794259;0.999866
506.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1e-05;1e-05;0.0;0.000306;0.880458;0.624944;0.0;0.0;0.0;0.0;0.454463;0.655924;0.801685;0.999828
506.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4e-05;1.3e-05;0.0;0.000251;0.861211;0.645898;0.0;0.0;0.0;0.0;0.460075;0.663009;0.809025;0.999785
507.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.9e-05;1.8e-05;0.0;0.000205;0.840896;0.666753;0.0;0.0;0.0;0.0;0.465712;0.670078;0.816275;0.999738
507.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1e-06;0.0;0.0;2.5e-05;2.4e-05;0.0;0.000168;0.81961;0.687458;0.0;0.0;0.0;0.0;0.471372;0.677128;0.823433;0.999687
508.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007266;0.0;0.0;3.4e-05;3.2e-05;0.0;0.000136;0.797452;0.707955;0.0;0.0;0.0;0.0;0.477055;0.684157;0.830494;0.99963
508.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.352417;0.0;0.0;4.5e-05;4.3e-05;0.0;0.000111;0.774522;0.72819;0.0;0.0;0.0;0.0;0.48276;0.691164;0.837455;0.99957
509.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.066771;0.0;0.0;6e-05;5.7e-05;0.0;9e-05;0.750922;0.748106;0.0;0.0;0.0;0.0;0.488487;0.698146;0.844312;0.999504
509.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.9e-05;0.0;0.0;8e-05;7.6e-05;0.0;7.2e-05;0.726755;0.767645;0.0;0.0;0.0;0.0;0.494234;0.7051;0.851062;0.999434
510.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000105;0.0001;0.0;5.8e-05;0.702123;0.786751;0.0;0.0;0.0;0.0;0.500001;0.712025;0.857701;0.99936
510.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000138;0.000131;0.0;4.7e-05;0.677128;0.805366;0.0;0.0;0.0;0.0;0.505786;0.718918;0.864226;0.999281
511.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00018;0.000172;0.0;3.8e-05;0.651869;0.823433;0.0;0.0;0.0;0.0;0.511589;0.725778;0.870634;0.999198
511.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000234;0.000223;0.0;3e-05;0.626443;0.840896;0.0;0.0;0.0;0.0;0.517409;0.732601;0.876921;0.99911
512.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000303;0.000289;0.0;2.4e-05;0.600946;0.857701;0.0;0.0;0.0;0.0;0.523244;0.739386;0.883084;0.999018
512.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000391;0.000373;0.0;1.9e-05;0.575467;0.873793;0.0;0.0;0.0;0.0;0.529095;0.746131;0.88912;0.998922
513.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000502;0.000479;0.0;1.5e-05;0.550096;0.88912;0.0;0.0;0.0;0.0;0.534959;0.752832;0.895025;0.998821
513.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000642;0.000613;0.0;1.2e-05;0.524914;0.903631;0.0;0.0;0.0;0.0;0.540836;0.759488;0.900797;0.998716
514.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000817;0.000781;0.0;1e-05;0.5;0.917279;0.0;0.0;0.0;0.0;0.546726;0.766098;0.906431;0.998606
514.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001036;0.00099;0.0;8e-06;0.475427;0.930017;0.0;0.0;0.0;0.0;0.552626;0.772657;0.911927;0.998492
515.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001309;0.00125;0.0;6e-06;0.451263;0.941801;0.0;0.0;0.0;0.0;0.558536;0.779165;0.917279;0.998374
515.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001645;0.001572;0.0;5e-06;0.427571;0.952592;0.0;0.0;0.0;0.0;0.564455;0.785618;0.922486;0.998252
516.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00206;0.001967;0.0;4e-06;0.404406;0.962352;0.0;0.0;0.0;0.0;0.570382;0.792015;0.927544;0.998094
516.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002567;0.002452;0.0;3e-06;0.381821;0.971047;0.0;0.0;0.0;0.0;0.576315;0.798354;0.932451;0.923142
517.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003186;0.003044;0.0;2e-06;0.359861;0.978645;0.0;0.0;0.0;0.0;0.582255;0.804631;0.937205;0.929824
517.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003938;0.003762;0.0;2e-06;0.338564;0.985122;0.0;0.0;0.0;0.0;0.588199;0.810846;0.941801;0.907897
518.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004846;0.004629;0.0;1e-06;0.317965;0.990452;0.0;0.0;0.0;0.0;0.594146;0.816995;0.946239;0.960324
518.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005939;0.005673;0.0;1e-06;0.298091;0.994618;0.0;0.0;0.0;0.0;0.600095;0.823077;0.950515;0.801029
519.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007246;0.006921;0.0;1e-06;0.278966;0.997604;0.0;0.0;0.0;0.0;0.606046;0.82909;0.954628;0.993227
519.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008803;0.008409;0.0;1e-06;0.260607;0.999401;0.0;0.0;0.0;0.0;0.611997;0.83503;0.958574;0.99712
520.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010649;0.010173;0.0;0.0;0.243026;1.0;0.0;0.0;0.0;0.0;0.617947;0.840896;0.962352;0.99696
520.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012828;0.012254;0.0;0.0;0.226231;0.999401;0.0;0.0;0.0;0.0;0.623895;0.846687;0.965959;0.996796
521.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015386;0.014697;0.0;0.0;0.210224;0.997604;0.0;0.0;0.0;0.0;0.629839;0.852399;0.969394;0.996627
521.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018376;0.017553;0.0;0.0;0.195005;0.994618;0.0;0.0;0.0;0.0;0.635779;0.85803;0.972655;0.996455
522.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021853;0.020874;0.0;0.0;0.180568;0.990452;0.0;0.0;0.0;0.0;0.641713;0.863579;0.975739;0.996279
522.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.025877;0.024718;0.0;0.0;0.166904;0.985122;0.0;0.0;0.0;0.0;0.64764;0.869043;0.978645;0.996098
523.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03051;0.029144;0.0;0.0;0.154002;0.978645;0.0;0.0;0.0;0.0;0.653559;0.874421;0.981372;0.995914
523.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03582;0.034216;0.0;0.0;0.141846;0.971047;0.0;0.0;0.0;0.0;0.659468;0.87971;0.983917;0.995726
524.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.041875;0.04;0.0;0.0;0.130419;0.962352;0.0;0.0;0.0;0.0;0.665367;0.884908;0.98628;0.995533
524.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.048744;0.046561;0.0;0.0;0.1197;0.952592;0.0;0.0;0.0;0.0;0.671254;0.890014;0.988459;0.995337
525.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.056498;0.053968;0.0;0.0;0.109669;0.941801;0.0;0.0;0.0;0.0;0.677128;0.895025;0.990452;0.995137
525.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.065205;0.062285;0.0;0.0;0.1003;0.930017;0.0;0.0;0.0;0.0;0.682987;0.89994;0.992259;0.994933
526.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.074933;0.071578;0.0;0.0;0.09157;0.917279;0.0;0.0;0.0;0.0;0.688831;0.904756;0.993879;0.994725
526.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.085744;0.081905;0.0;0.0;0.083452;0.903631;0.0;0.0;0.0;0.0;0.694658;0.909471;0.99531;0.994459
527.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.097697;0.093322;0.0;0.0;0.075919;0.88912;0.0;0.0;0.0;0.0;0.700467;0.914085;0.996552;0.874981
527.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11084;0.105877;0.0;0.0;0.068945;0.873793;0.0;0.0;0.0;0.0;0.706256;0.918594;0.997604;0.994023
528.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125215;0.119608;0.0;0.0;0.0625;0.857701;0.0;0.0;0.0;0.0;0.712025;0.922998;0.998466;0.993854
528.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14085;0.134543;0.0;0.0;0.056558;0.840896;0.0;0.0;0.0;0.0;0.717772;0.927295;0.999137;0.993627
529.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.157761;0.150697;0.0;0.0;0.05109;0.823433;0.0;0.0;0.0;0.0;0.723495;0.931482;0.999616;0.993396
529.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.175948;0.16807;0.0;0.0;0.046069;0.805366;0.0;0.0;0.0;0.0;0.729194;0.935559;0.999904;0.993161
530.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.195394;0.186645;0.0;0.0;0.041469;0.786751;0.0;0.0;0.0;0.0;0.734867;0.939523;1.0;0.992923
530.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.216062;0.206388;0.0;0.0;0.037261;0.767645;0.0;0.0;0.0;0.0;0.740513;0.943373;0.999904;0.99268
531.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.237896;0.227244;0.0;0.0;0.033422;0.748106;0.0;0.0;0.0;0.0;0.746131;0.947107;0.999616;0.992435
531.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.260819;0.249141;0.0;0.0;0.029925;0.72819;0.0;0.0;0.0;0.0;0.751718;0.950725;0.999137;0.992185
532.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.28473;0.271981;0.0;0.0;0.026747;0.707955;0.0;0.0;0.0;0.0;0.757275;0.954224;0.998466;0.991932
532.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.309505;0.295647;0.0;0.0;0.023864;0.687458;0.0;0.0;0.0;0.0;0.762799;0.957603;0.997604;0.991675
533.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.335;0.32;0.0;0.0;0.021254;0.666753;0.0;0.0;0.0;0.0;0.76829;0.960861;0.996552;0.991414
533.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.361047;0.344881;0.0;0.0;0.018896;0.645898;0.0;0.0;0.0;0.0;0.773745;0.963997;0.99531;0.99115
534.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.387457;0.370109;0.0;0.0;0.01677;0.624944;0.0;0.0;0.0;0.0;0.779165;0.967008;0.993879;0.990882
534.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.414025;0.395486;0.0;0.0;0.014857;0.603946;0.0;0.0;0.0;0.0;0.784546;0.969895;0.992259;0.990611
535.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.440525;0.4208;0.0;0.0;0.013139;0.582954;0.0;0.0;0.0;0.0;0.789889;0.972655;0.990452;0.990336
535.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.46672;0.445822;0.0;0.0;0.011599;0.562017;0.0;0.0;0.0;0.0;0.795192;0.975288;0.988459;0.990057
536.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.492361;0.470315;0.0;0.0;0.010222;0.541182;0.0;0.0;0.0;0.0;0.800453;0.977792;0.98628;0.989775
536.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.517194;0.494036;0.0;0.0;0.008992;0.520496;0.0;0.0;0.0;0.0;0.805672;0.980167;0.983917;0.98949
537.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.540959;0.516737;0.0;0.0;0.007896;0.5;1e-06;0.0;0.0;0.0;0.810846;0.982412;0.981372;0.989201
537.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.563401;0.538174;0.0;0.0;0.006921;0.479736;1e-06;0.0;0.0;0.0;0.815975;0.984525;0.978645;0.988908
538.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.584268;0.558107;0.0;0.0;0.006056;0.459741;1e-06;0.0;0.0;0.0;0.821058;0.986506;0.975739;0.988612
