Wavelength_nm;Hydrogen (H);Mercury (Hg);Sodium (Na);Neon (Ne);Argon (Ar);Helium (He);Krypton (Kr);Xenon (Xe);Cadmium (Cd);Neon-Argon Mix;Fluorescent 2-band;Fluorescent 3-band;Fluorescent 4-band;LED Violet;LED Blue;LED Cyan;LED Green;LED Yellow;LED Amber;LED Orange;LED Red;LED White Warm;LED White Neutral;LED White Cool;Solar AM1.5G;Incandescent 2700K;Tungsten 2856K (Illuminant A);Halogen 3000K;Halogen 3200K;Cadmium-Mercury (Cd/Hg);Mercury-Argon (Hg/Ar);Mercury-Neon (Hg/Ne);Neon-Argon (Ne/Ar);Argon-Krypton (Ar/Kr);Mercury-Cadmium-Argon (Hg/Cd/Ar);Mercury-Neon-Argon (Hg/Ne/Ar)
446.5;0.0;0.0;0.0;0.0;0.0;0.009082;0.0;0.0;0.0;0.0;0.648677;0.493141;0.421844;0.0;0.192545;4e-05;2e-06;0.0;0.0;0.0;0.0;0.372384;0.440771;0.452831;0.966311;0.074689;0.108273;0.145549;0.206325;0.0;0.0;0.0;0.0;0.0;0.0;0.0
447.0;0.0;0.0;0.0;0.0;0.0;0.440522;0.0;0.0;0.0;0.0;0.672717;0.532622;0.455616;0.0;0.210224;4.9e-05;3e-06;0.0;0.0;0.0;0.0;0.385561;0.449653;0.450437;0.966957;0.075271;0.109037;0.146487;0.207499;0.0;0.0;0.0;0.0;0.0;0.0;0.0
447.5;0.0;0.0;0.0;0.0;0.0;0.083463;0.0;0.0;0.0;0.0;0.695235;0.57173;0.48907;0.0;0.228975;5.8e-05;3e-06;0.0;0.0;0.0;0.0;0.398447;0.457601;0.446861;0.967596;0.075855;0.109804;0.147428;0.208675;0.0;0.0;0.0;0.0;0.0;0.0;0.0
448.0;0.0;0.0;0.0;0.0;0.0;6.2e-05;0.0;0.0;0.0;0.0;0.71602;0.60994;0.521756;0.0;0.2488;7e-05;4e-06;0.0;0.0;0.0;0.0;0.410977;0.464567;0.442163;0.968229;0.076443;0.110573;0.148373;0.209855;0.0;0.0;0.0;0.0;0.0;0.0;0.0
448.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.734876;0.646707;0.553207;0.0;0.26969;8.4e-05;5e-06;0.0;0.0;0.0;0.0;0.423089;0.470507;0.436415;0.968854;0.077033;0.111346;0.14932;0.211037;0.0;0.0;0.0;0.0;0.0;0.0;0.0
449.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.751618;0.681478;0.582951;0.0;0.291632;0.000101;6e-06;0.0;0.0;0.0;0.0;0.434721;0.47539;0.429698;0.969473;0.077625;0.112122;0.15027;0.212221;0.0;0.0;0.0;0.0;0.0;0.0;0.0
449.5;0.0;0.0;0.0;0.0;0.0;0.0;0.000859;0.005449;0.0;0.0;0.766083;0.713708;0.610521;0.0;0.314601;0.000121;7e-06;0.0;0.0;0.0;0.0;0.445815;0.479193;0.422103;0.970085;0.078221;0.112901;0.151223;0.213409;0.0;0.0;0.0;0.0;0.000873;0.0;0.0
450.0;0.0;0.0;0.0;0.0;0.0;0.0;0.126338;0.264313;0.0;0.0;0.778124;0.742871;0.635468;0.0;0.338564;0.000145;8e-06;0.0;0.0;0.0;0.0;0.456311;0.4819;0.413727;0.97069;0.078819;0.113682;0.152179;0.214599;0.0;0.0;0.0;0.0;0.128343;0.0;0.0
450.5;0.0;0.0;0.0;0.0;0.0;0.0;0.072562;0.050078;0.0;0.0;0.78762;0.768476;0.657371;0.0;0.363476;0.000172;9e-06;0.0;0.0;0.0;0.0;0.466155;0.483507;0.404673;0.971288;0.07942;0.114467;0.153137;0.215791;0.0;0.0;0.0;0.0;0.073713;0.0;0.0
451.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000163;3.7e-05;0.0;0.0;0.794474;0.790081;0.675852;0.0;0.389282;0.000205;1.1e-05;0.0;0.0;0.0;0.0;0.475295;0.484021;0.395049;0.97188;0.080024;0.115254;0.154099;0.216986;0.0;0.0;0.0;0.0;0.000165;0.0;0.0
451.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.798615;0.807304;0.690585;0.0;0.415919;0.000244;1.3e-05;0.0;0.0;0.0;0.0;0.483684;0.483456;0.384963;0.972464;0.08063;0.116045;0.155064;0.218184;0.0;0.0;0.0;0.0;0.0;0.0;0.0
452.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.819835;0.701305;0.0;0.44331;0.000289;1.5e-05;0.0;0.0;0.0;0.0;0.491278;0.481837;0.374526;0.973042;0.08124;0.116838;0.156032;0.219385;0.0;0.0;0.0;0.0;0.0;0.0;0.0
452.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.798615;0.827447;0.707816;0.0;0.47137;0.000343;1.8e-05;0.0;0.0;0.0;0.0;0.498038;0.479198;0.363849;0.973613;0.081852;0.117635;0.157003;0.220588;0.0;0.0;0.0;0.0;0.0;0.0;0.0
453.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.794474;0.83;0.71;0.0;0.5;0.000405;2.1e-05;0.0;0.0;0.0;0.0;0.503931;0.475583;0.353039;0.974178;0.082466;0.118434;0.157976;0.221793;0.0;0.0;0.0;0.0;0.0;0.0;0.0
453.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.78762;0.827447;0.707816;0.0;0.529094;0.000478;2.5e-05;0.0;0.0;0.0;0.0;0.508929;0.47104;0.342201;0.974736;0.083084;0.119236;0.158953;0.223002;0.0;0.0;0.0;0.0;0.0;0.0;0.0
454.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.778124;0.819835;0.701305;0.0;0.558536;0.000562;2.9e-05;0.0;0.0;0.0;0.0;0.51301;0.46563;0.331435;0.975287;0.083704;0.120041;0.159932;0.224212;0.0;0.0;0.0;0.0;0.0;0.0;0.0
454.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.766083;0.807304;0.690585;0.0;0.588198;0.000661;3.4e-05;0.0;0.0;0.0;0.0;0.516159;0.459417;0.320835;0.975831;0.084327;0.12085;0.160914;0.225426;0.0;0.0;0.0;0.0;0.0;0.0;0.0
455.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.751618;0.790081;0.675852;0.0;0.617947;0.000776;4e-05;0.0;0.0;0.0;0.0;0.518367;0.452471;0.310488;0.976369;0.084953;0.121661;0.161899;0.226641;0.0;0.0;0.0;0.0;0.0;0.0;0.0
455.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.734876;0.768476;0.657371;0.0;0.64764;0.000909;4.6e-05;0.0;0.0;0.0;0.0;0.51963;0.444869;0.300475;0.9769;0.085581;0.122474;0.162887;0.22786;0.0;0.0;0.0;0.0;0.0;0.0;0.0
456.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.71602;0.742871;0.635468;0.0;0.677128;0.001063;5.4e-05;0.0;0.0;0.0;0.0;0.519952;0.436688;0.290869;0.977425;0.086212;0.123291;0.163878;0.22908;0.0;0.0;0.0;0.0;0.0;0.0;0.0
456.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.695235;0.713708;0.610521;0.0;0.706256;0.001241;6.3e-05;0.0;0.0;0.0;0.0;0.519343;0.428013;0.281732;0.977942;0.086846;0.124111;0.164872;0.230303;0.0;0.0;0.0;0.0;0.0;0.0;0.0
457.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.672717;0.681478;0.582951;0.0;0.734867;0.001446;7.3e-05;0.0;0.0;0.0;0.0;0.51782;0.418926;0.273121;0.978454;0.087483;0.124933;0.165868;0.231529;0.0;0.0;0.0;0.0;0.0;0.0;0.0
457.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.648677;0.646707;0.553207;0.0;0.762799;0.001682;8.5e-05;0.0;0.0;0.0;0.0;0.515404;0.409514;0.265083;0.978959;0.088122;0.125759;0.166868;0.232757;0.0;0.0;0.0;0.0;0.0;0.0;0.0
458.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.623332;0.60994;0.521756;0.0;0.789889;0.001953;9.9e-05;0.0;0.0;0.0;0.0;0.512125;0.39986;0.257655;0.979457;0.088764;0.126587;0.16787;0.233988;0.0;0.0;0.0;0.0;0.0;0.0;0.0
458.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.596904;0.57173;0.48907;0.0;0.815975;0.002264;0.000115;0.0;0.0;0.0;0.0;0.508017;0.390048;0.250867;0.979949;0.089409;0.127418;0.168875;0.235221;0.0;0.0;0.0;0.0;0.0;0.0;0.0
459.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.56962;0.532622;0.455616;0.0;0.840896;0.002619;0.000133;0.0;0.0;0.0;0.0;0.503118;0.38016;0.24474;0.980434;0.090056;0.128253;0.169883;0.236456;0.0;0.0;0.0;0.0;0.0;0.0;0.0
459.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.541702;0.493141;0.421844;0.0;0.864496;0.003025;0.000154;0.0;0.0;0.0;0.0;0.497474;0.370276;0.23929;0.980913;0.090707;0.129089;0.170893;0.237693;0.0;0.0;0.0;0.0;0.0;0.0;0.0
460.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.51337;0.453782;0.388175;0.0;0.886621;0.003488;0.000178;0.0;0.0;0.0;0.0;0.491132;0.36047;0.234521;0.981385;0.09136;0.129929;0.171907;0.238933;0.0;0.0;0.0;0.0;0.0;0.0;0.0
460.5;0.0;0.0;0.0;0.0;0.0;0.0;4e-06;0.0;0.0;0.0;0.484837;0.415;0.355;0.0;0.907126;0.004015;0.000205;0.0;0.0;0.0;0.0;0.484144;0.350814;0.230435;0.981851;0.092015;0.130772;0.172923;0.240176;0.0;0.0;0.0;0.0;4e-06;0.0;0.0
461.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015381;0.0;0.0;0.0;0.456305;0.377201;0.322666;0.0;0.925875;0.004613;0.000237;0.0;0.0;0.0;0.0;0.476567;0.341375;0.227025;0.98231;0.092674;0.131617;0.173942;0.24142;0.0;0.0;0.0;0.0;0.015625;0.0;0.0
461.5;0.0;0.0;0.0;0.0;0.0;0.0;0.246095;4.3e-05;0.0;0.0;0.427967;0.340739;0.291475;0.0;0.942739;0.00529;0.000272;0.0;0.0;0.0;0.0;0.468459;0.332214;0.224281;0.982763;0.093335;0.132466;0.174963;0.242667;0.0;0.0;0.0;0.0;0.25;0.0;0.0
462.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015381;0.058424;0.0;0.0;0.4;0.305911;0.261683;0.0;0.957603;0.006056;0.000313;0.0;0.0;0.0;0.0;0.459881;0.323386;0.222188;0.98321;0.093999;0.133317;0.175988;0.243917;0.0;0.0;0.0;0.0;0.015625;0.0;0.0
462.5;0.0;0.0;0.0;0.0;0.0;0.0;4e-06;0.308365;0.0;0.0;0.372567;0.272956;0.233492;0.0;0.970364;0.006921;0.00036;0.0;0.0;0.0;0.0;0.450894;0.314942;0.220725;0.98365;0.094665;0.134171;0.177015;0.245168;0.0;0.0;0.0;0.0;4e-06;0.0;0.0
463.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006358;0.0;0.0;0.345815;0.242055;0.207059;0.0;0.98093;0.007896;0.000413;0.0;0.0;0.0;0.0;0.441563;0.306926;0.219871;0.984084;0.095335;0.135028;0.178045;0.246422;0.0;0.0;0.0;0.0;0.0;0.0;0.0
463.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1e-06;0.0;0.0;0.319873;0.213334;0.18249;0.0;0.989228;0.008992;0.000473;0.0;0.0;0.0;0.0;0.43195;0.299375;0.2196;0.984512;0.096007;0.135887;0.179077;0.247678;0.0;0.0;0.0;0.0;0.0;0.0;0.0
464.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.294854;0.186865;0.159849;0.0;0.995198;0.010222;0.000541;0.0;0.0;0.0;0.0;0.422119;0.292321;0.219885;0.984933;0.096682;0.13675;0.180112;0.248936;0.0;0.0;0.0;0.0;0.0;0.0;0.0
464.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.270851;0.162676;0.139156;0.0;0.998797;0.011599;0.000619;0.0;0.0;0.0;0.0;0.412133;0.285791;0.220697;0.985348;0.097359;0.137615;0.18115;0.250197;0.0;0.0;0.0;0.0;0.0;0.0;0.0
465.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.247942;0.140748;0.120399;0.0;1.0;0.013139;0.000706;0.0;0.0;0.0;0.0;0.402054;0.279804;0.222009;0.985757;0.098039;0.138483;0.182191;0.251459;0.0;0.0;0.0;0.0;0.0;0.0;0.0
465.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.226184;0.121027;0.103529;0.0;0.998797;0.014857;0.000806;0.0;0.0;0.0;0.0;0.391942;0.274374;0.223789;0.98616;0.098722;0.139354;0.183234;0.252724;0.0;0.0;0.0;0.0;0.0;0.0;0.0
466.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.205623;0.103431;0.088477;0.0;0.995198;0.01677;0.000918;0.0;0.0;0.0;0.0;0.381853;0.269512;0.226009;0.986556;0.099408;0.140227;0.18428;0.253991;0.0;0.0;0.0;0.0;0.0;0.0;0.0
466.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004541;0.0;0.0;0.186284;0.08785;0.075149;0.0;0.989228;0.018896;0.001044;0.0;0.0;0.0;0.0;0.371845;0.26522;0.228639;0.986946;0.100096;0.141104;0.185329;0.25526;0.0;0.0;0.0;0.0;0.0;0.0;0.0
467.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.220261;0.000407;0.0;0.168179;0.074158;0.063436;0.0;0.98093;0.021254;0.001186;0.0;0.0;0.0;0.0;0.361969;0.261499;0.231652;0.98733;0.100787;0.141983;0.18638;0.256532;0.000462;0.0;0.0;0.0;0.0;0.000413;0.0
467.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.041732;0.181405;0.0;0.151309;0.062215;0.05322;0.0;0.970364;0.023864;0.001346;0.0;0.0;0.0;0.0;0.352274;0.258344;0.23502;0.987708;0.10148;0.142865;0.187434;0.257805;0.205898;0.0;0.0;0.0;0.0;0.184284;0.0
468.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.1e-05;0.315844;0.0;0.13566;0.051875;0.044375;0.0;0.957603;0.026747;0.001526;0.0;0.0;0.0;0.0;0.342806;0.255748;0.238717;0.988079;0.102177;0.143749;0.18849;0.259081;0.358489;0.0;0.0;0.0;0.0;0.320856;0.0
468.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002148;0.0;0.121209;0.042988;0.036773;0.0;0.942739;0.029925;0.001727;0.0;0.0;0.0;0.0;0.333606;0.253698;0.242718;0.988445;0.102876;0.144637;0.189549;0.260358;0.002438;0.0;0.0;0.0;0.0;0.002182;0.0
469.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.107923;0.035404;0.030286;0.0;0.925875;0.033422;0.001953;0.0;0.0;0.0;0.0;0.324715;0.252181;0.247001;0.988804;0.103578;0.145527;0.190611;0.261638;0.0;0.0;0.0;0.0;0.0;0.0;0.0
469.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09576;0.02898;0.02479;0.0;0.907126;0.037261;0.002206;0.0;0.0;0.0;0.0;0.316164;0.251179;0.251544;0.989157;0.104282;0.14642;0.191675;0.26292;0.0;0.0;0.0;0.0;0.0;0.0;0.0
470.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.084675;0.023575;0.020167;0.0;0.886621;0.041469;0.002488;0.0;0.0;0.0;0.0;0.307986;0.250674;0.256326;0.989504;0.104989;0.147315;0.192742;0.264204;0.0;0.0;0.0;0.0;0.0;0.0;0.0
470.5;0.0;0.0;0.0;0.0;0.0;0.00022;0.0;0.0;0.0;0.0;0.074613;0.019061;0.016305;0.0;0.864496;0.046069;0.002804;0.0;0.0;0.0;0.0;0.300205;0.250646;0.26133;0.989846;0.105699;0.148214;0.193811;0.265489;0.0;0.0;0.0;0.0;0.0;0.0;0.0
471.0;0.0;0.0;0.0;0.0;0.0;0.097959;0.0;0.0;0.0;0.0;0.06552;0.015316;0.013102;0.0;0.840896;0.05109;0.003155;0.0;0.0;0.0;0.0;0.292845;0.251074;0.266538;0.990181;0.106411;0.149115;0.194883;0.266777;0.0;0.0;0.0;0.0;0.0;0.0;0.0
471.5;0.0;0.0;0.0;0.0;0.0;0.170556;0.0;0.0;0.0;0.0;0.057335;0.012231;0.010463;0.0;0.815975;0.056558;0.003547;0.0;0.0;0.0;0.0;0.285924;0.251934;0.271935;0.99051;0.107126;0.150018;0.195957;0.268067;0.0;0.0;0.0;0.0;0.0;0.0;0.0
472.0;0.0;0.0;0.0;0.0;0.0;0.00116;0.0;0.0;0.0;0.0;0.05;0.009708;0.008305;0.0;0.789889;0.0625;0.003982;0.0;0.0;0.0;0.0;0.279455;0.253205;0.277506;0.990833;0.107844;0.150925;0.197034;0.269359;0.0;0.0;0.0;0.0;0.0;0.0;0.0
472.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.9e-05;0.0;0.0;0.043452;0.007658;0.006551;0.0;0.762799;0.068945;0.004465;0.0;0.0;0.0;0.0;0.273451;0.254863;0.28324;0.99115;0.108565;0.151834;0.198114;0.270652;0.0;0.0;0.0;0.0;0.0;0.0;0.0
473.0;0.0;0.0;0.0;0.0;0.0;0.0;4.9e-05;0.066771;0.0;0.0;0.037631;0.006004;0.005136;0.0;0.734867;0.075919;0.005001;0.0;0.0;0.0;0.0;0.267919;0.256885;0.289125;0.991461;0.109288;0.152746;0.199196;0.271948;0.0;0.0;0.0;0.0;5e-05;0.0;0.0
473.5;0.0;0.0;0.0;0.0;0.0;0.0;0.066771;0.352417;0.0;0.0;0.032477;0.004678;0.004002;0.0;0.706256;0.083452;0.005594;0.0;0.0;0.0;0.0;0.262862;0.259249;0.29515;0.991766;0.110014;0.15366;0.20028;0.273246;0.0;0.0;0.0;0.0;0.06783;0.0;0.0
474.0;0.0;0.0;0.0;0.0;0.0;0.0;0.352417;0.007266;0.0;0.0;0.027932;0.003622;0.003099;0.0;0.677128;0.09157;0.006251;0.0;0.0;0.0;0.0;0.258282;0.261933;0.301307;0.992065;0.110742;0.154577;0.201367;0.274545;0.0;0.0;0.0;0.0;0.35801;0.0;0.0
474.5;0.0;0.0;0.0;0.0;0.0;0.0;0.007266;1e-06;0.0;0.0;0.02394;0.002788;0.002385;0.0;0.64764;0.1003;0.006975;0.0;0.0;0.0;0.0;0.254176;0.264915;0.307588;0.992359;0.111473;0.155497;0.202456;0.275846;0.0;0.0;0.0;0.0;0.007381;0.0;0.0
475.0;0.0;0.0;0.0;0.0;0.0;0.0;1e-06;0.0;0.0;0.0;0.020448;0.002132;0.001824;0.0;0.617947;0.109669;0.007775;0.0;0.0;0.0;0.0;0.250541;0.268175;0.313984;0.992646;0.112207;0.15642;0.203548;0.27715;0.0;0.0;0.0;0.0;1e-06;0.0;0.0
475.5;0.0;0.0;0.0;0.0;0.0;0.0;0.001289;0.0;0.0;0.0;0.017404;0.001621;0.001387;0.0;0.588198;0.1197;0.008656;0.0;0.0;0.0;0.0;0.24737;0.271693;0.320491;0.992928;0.112943;0.157345;0.204642;0.278455;0.0;0.0;0.0;0.0;0.001309;0.0;0.0
476.0;0.0;0.0;0.0;0.0;0.0;0.0;0.189506;0.0;0.0;0.0;0.014762;0.001225;0.001048;0.0;0.558536;0.130419;0.009625;0.0;0.0;0.0;0.0;0.244653;0.27545;0.327101;0.993204;0.113682;0.158273;0.205739;0.279762;0.0;0.0;0.0;0.0;0.192514;0.0;0.0
476.5;0.0;0.0;0.0;0.0;0.0;0.0;0.108843;0.0;0.0;0.0;0.012478;0.00092;0.000787;0.0;0.529094;0.141846;0.01069;0.0;0.0;0.0;0.0;0.24238;0.279429;0.333811;0.993474;0.114424;0.159203;0.206838;0.281071;0.0;0.0;0.0;0.0;0.11057;0.0;0.0
477.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000244;0.0;0.0;0.0;0.010511;0.000686;0.000587;0.0;0.5;0.154002;0.011859;0.0;0.0;0.0;0.0;0.240539;0.283613;0.340614;0.993738;0.115168;0.160136;0.20794;0.282381;0.0;0.0;0.0;0.0;0.000248;0.0;0.0
477.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008824;0.000509;0.000435;0.0;0.47137;0.166904;0.013139;0.0;0.0;0.0;0.0;0.239116;0.287986;0.347508;0.993997;0.115915;0.161072;0.209044;0.283694;0.0;0.0;0.0;0.0;0.0;0.0;0.0
478.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007381;0.000375;0.000321;0.0;0.44331;0.180568;0.01454;0.0;0.0;0.0;0.0;0.238095;0.292535;0.354489;0.994249;0.116665;0.16201;0.21015;0.285008;0.0;0.0;0.0;0.0;0.0;0.0;0.0
478.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006153;0.000275;0.000235;0.0;0.415919;0.195005;0.016072;0.0;0.0;0.0;0.0;0.237463;0.297246;0.361553;0.994496;0.117417;0.162951;0.211258;0.286324;0.0;0.0;0.0;0.0;0.0;0.0;0.0
479.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1e-05;0.0;0.005112;0.0002;0.000171;0.0;0.389282;0.210224;0.017743;0.0;0.0;0.0;0.0;0.237201;0.302106;0.368696;0.994737;0.118172;0.163894;0.212369;0.287641;1.1e-05;0.0;0.0;0.0;0.0;1e-05;0.0
479.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.041221;0.0;0.004232;0.000145;0.000124;0.0;0.363476;0.226231;0.019565;0.0;0.0;0.0;0.0;0.237294;0.307106;0.375917;0.994973;0.118929;0.16484;0.213483;0.288961;0.046786;0.0;0.0;0.0;0.0;0.041875;0.0
480.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001289;0.659533;0.0;0.003492;0.000104;8.9e-05;0.0;0.338564;0.243026;0.021548;0.0;0.0;0.0;0.0;0.237724;0.312234;0.383213;0.995203;0.119689;0.165789;0.214599;0.290282;0.748582;0.0;0.0;0.0;0.0;0.67;0.0
480.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.189506;0.041221;0.0;0.002871;7.4e-05;6.4e-05;0.0;0.314601;0.260607;0.023703;0.0;0.0;0.0;0.0;0.238474;0.317481;0.390581;0.995427;0.120452;0.16674;0.215717;0.291605;0.046786;0.0;0.0;0.0;0.0;0.041875;0.0
481.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.108843;1e-05;0.0;0.002352;5.3e-05;4.5e-05;0.0;0.291632;0.278966;0.026043;0.0;0.0;0.0;0.0;0.239528;0.322839;0.398018;0.995646;0.121217;0.167693;0.216837;0.292929;1.1e-05;0.0;0.0;0.0;0.0;1e-05;0.0
481.5;0.0;0.0;0.0;0.0;0.0;0.0;5e-06;0.000244;0.0;0.0;0.00192;3.7e-05;3.2e-05;0.0;0.26969;0.298091;0.028579;0.0;0.0;0.0;0.0;0.240867;0.3283;0.405522;0.995859;0.121985;0.16865;0.21796;0.294255;0.0;0.0;0.0;0.0;5e-06;0.0;0.0
482.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021533;0.0;0.0;0.0;0.001563;2.6e-05;2.2e-05;0.0;0.2488;0.317965;0.031325;0.0;0.0;0.0;0.0;0.242476;0.333858;0.413091;0.996066;0.122756;0.169608;0.219084;0.295583;0.0;0.0;0.0;0.0;0.021875;0.0;0.0
482.5;0.0;0.0;0.0;0.0;0.0;0.0;0.344532;0.0;0.0;0.0;0.001267;1.8e-05;1.6e-05;0.0;0.228975;0.338564;0.034294;0.0;0.0;0.0;0.0;0.244338;0.339506;0.420723;0.996268;0.123529;0.17057;0.220212;0.296912;0.0;0.0;0.0;0.0;0.35;0.0;0.0
483.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021533;0.0;0.0;0.0;0.001024;1.3e-05;1.1e-05;0.0;0.210224;0.359861;0.037498;0.0;0.0;0.0;0.0;0.246438;0.345239;0.428416;0.996464;0.124304;0.171533;0.221341;0.298243;0.0;0.0;0.0;0.0;0.021875;0.0;0.0
483.5;0.0;0.0;0.0;0.0;0.0;0.0;5e-06;0.0;0.0;0.0;0.000824;9e-06;7e-06;0.0;0.192545;0.381821;0.040954;0.0;0.0;0.0;0.0;0.24876;0.351052;0.436167;0.996655;0.125082;0.1725;0.222473;0.299576;0.0;0.0;0.0;0.0;5e-06;0.0;0.0
484.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000662;6e-06;5e-06;0.0;0.175928;0.404406;0.044674;0.0;0.0;0.0;0.0;0.25129;0.35694;0.443974;0.99684;0.125863;0.173469;0.223607;0.30091;0.0;0.0;0.0;0.0;0.0;0.0;0.0
484.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000529;4e-06;3e-06;0.0;0.160359;0.427571;0.048673;0.0;0.0;0.0;0.0;0.254014;0.362899;0.451834;0.997019;0.126647;0.17444;0.224743;0.302246;0.0;0.0;0.0;0.0;0.0;0.0;0.0
485.0;1e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000422;3e-06;2e-06;0.0;0.145816;0.451263;0.052967;0.0;0.0;0.0;0.0;0.256919;0.368926;0.459747;0.997193;0.127432;0.175414;0.225881;0.303583;0.0;0.0;0.0;0.0;0.0;0.0;0.0
485.5;0.015622;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000335;2e-06;2e-06;0.0;0.132274;0.475427;0.057571;0.0;0.0;0.0;0.0;0.259992;0.375017;0.467709;0.991841;0.128221;0.17639;0.227022;0.304922;0.0;0.0;0.0;0.0;0.0;0.0;0.0
486.0;0.757697;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000265;1e-06;1e-06;0.0;0.1197;0.5;0.0625;0.0;0.0;0.0;0.0;0.263223;0.381169;0.475717;0.729683;0.129012;0.177369;0.228165;0.306262;0.0;0.0;0.0;0.0;0.0;0.0;0.0
486.5;0.143557;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000209;1e-06;1e-06;0.0;0.108062;0.524914;0.06777;0.0;0.0;0.0;0.0;0.266599;0.38738;0.483771;0.946929;0.129806;0.17835;0.229309;0.307604;0.0;0.0;0.0;0.0;0.0;0.0;0.0
487.0;0.000106;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000164;1e-06;0.0;0.0;0.097321;0.550096;0.073395;0.0;0.0;0.0;0.0;0.270111;0.393647;0.491866;0.997798;0.130602;0.179334;0.230457;0.308947;0.0;0.0;0.0;0.0;0.0;0.0;0.0
