Wavelength_nm;Hydrogen (H);Mercury (Hg);Sodium (Na);Neon (Ne);Argon (Ar);Helium (He);Krypton (Kr);Xenon (Xe);Cadmium (Cd);Neon-Argon Mix;Fluorescent 2-band;Fluorescent 3-band;Fluorescent 4-band;LED Violet;LED Blue;LED Cyan;LED Green;LED Yellow;LED Amber;LED Orange;LED Red;LED White Warm;LED White Neutral;LED White Cool;Solar AM1.5G;Incandescent 2700K;Tungsten 2856K (Illuminant A);Halogen 3000K;Halogen 3200K;Cadmium-Mercury (Cd/Hg);Mercury-Argon (Hg/Ar);Mercury-Neon (Hg/Ne);Neon-Argon (Ne/Ar);Argon-Krypton (Ar/Kr);Mercury-Cadmium-Argon (Hg/Cd/Ar);Mercury-Neon-Argon (Hg/Ne/Ar)
722.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011697;0.000169;1e-06;0.594194;0.643525;0.727586;0.795693;0.873518;0.0;0.0;0.0;0.0;0.0;0.0;0.0
722.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011359;0.000161;1e-06;0.595494;0.644588;0.728587;0.796604;0.874268;0.0;0.0;0.0;0.0;0.0;0.0;0.0
723.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011029;0.000153;1e-06;0.597235;0.645651;0.729585;0.797512;0.875016;0.0;0.0;0.0;0.0;0.0;0.0;0.0
723.5;0.0;0.0;0.0;3e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010709;0.000146;1e-06;0.599387;0.646712;0.730582;0.798418;0.875761;0.0;0.0;3e-06;3e-06;0.0;0.0;3e-06
724.0;0.0;0.0;0.0;0.010459;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010396;0.000139;1e-06;0.601919;0.647772;0.731577;0.799322;0.876504;0.0;0.0;0.011871;0.010625;0.0;0.0;0.010625
724.5;0.0;0.0;0.0;0.167344;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010092;0.000132;0.0;0.604794;0.648831;0.73257;0.800224;0.877245;0.0;0.0;0.189939;0.17;0.0;0.0;0.17
725.0;0.0;0.0;0.0;0.010459;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009796;0.000126;0.0;0.607975;0.649888;0.733562;0.801124;0.877983;0.0;0.0;0.011871;0.010625;0.0;0.0;0.010625
725.5;0.0;0.0;0.0;3e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009507;0.000119;0.0;0.611422;0.650944;0.734552;0.802022;0.878718;0.0;0.0;3e-06;3e-06;0.0;0.0;3e-06
726.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009227;0.000114;0.0;0.615094;0.651999;0.73554;0.802917;0.879452;0.0;0.0;0.0;0.0;0.0;0.0;0.0
726.5;0.0;0.0;0.0;0.0;0.000187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008953;0.000108;0.0;0.61895;0.653053;0.736526;0.803811;0.880182;0.0;0.00019;0.0;0.00019;0.00019;0.00019;0.00019
727.0;0.0;0.0;0.0;0.0;0.083446;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008687;0.000103;0.0;0.622947;0.654105;0.737511;0.804702;0.88091;0.0;0.08477;0.0;0.08477;0.08477;0.08477;0.08477
727.5;0.0;0.0;0.0;0.0;0.145288;0.003088;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008428;9.8e-05;0.0;0.627044;0.655156;0.738493;0.805591;0.881636;0.0;0.147594;0.0;0.147594;0.147594;0.147594;0.147594
728.0;0.0;0.0;0.0;0.0;0.000988;0.149777;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008176;9.3e-05;0.0;0.6312;0.656206;0.739474;0.806479;0.88236;0.0;0.001004;0.0;0.001004;0.001004;0.001004;0.001004
728.5;0.0;0.0;0.0;0.0;0.0;0.028378;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00793;8.8e-05;0.0;0.635378;0.657255;0.740454;0.807364;0.88308;0.0;0.0;0.0;0.0;0.0;0.0;0.0
729.0;0.0;0.0;0.0;0.0;0.0;2.1e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007692;8.4e-05;0.0;0.63954;0.658302;0.741431;0.808246;0.883799;0.0;0.0;0.0;0.0;0.0;0.0;0.0
729.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007459;8e-05;0.0;0.643651;0.659348;0.742407;0.809127;0.884515;0.0;0.0;0.0;0.0;0.0;0.0;0.0
730.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007233;7.6e-05;0.0;0.64768;0.660392;0.74338;0.810006;0.885228;0.0;0.0;0.0;0.0;0.0;0.0;0.0
730.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007014;7.2e-05;0.0;0.651598;0.661435;0.744352;0.810882;0.885939;0.0;0.0;0.0;0.0;0.0;0.0;0.0
731.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0068;6.8e-05;0.0;0.655378;0.662477;0.745323;0.811757;0.886648;0.0;0.0;0.0;0.0;0.0;0.0;0.0
731.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006592;6.5e-05;0.0;0.658999;0.663518;0.746291;0.812629;0.887354;0.0;0.0;0.0;0.0;0.0;0.0;0.0
732.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00639;6.2e-05;0.0;0.662441;0.664557;0.747258;0.813499;0.888058;0.0;0.0;0.0;0.0;0.0;0.0;0.0
732.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006193;5.8e-05;0.0;0.665688;0.665595;0.748223;0.814367;0.888759;0.0;0.0;0.0;0.0;0.0;0.0;0.0
733.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006002;5.5e-05;0.0;0.668727;0.666631;0.749186;0.815233;0.889458;0.0;0.0;0.0;0.0;0.0;0.0;0.0
733.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005817;5.3e-05;0.0;0.671548;0.667667;0.750147;0.816097;0.890155;0.0;0.0;0.0;0.0;0.0;0.0;0.0
734.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005636;5e-05;0.0;0.674146;0.6687;0.751107;0.816958;0.890849;0.0;0.0;0.0;0.0;0.0;0.0;0.0
734.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005461;4.7e-05;0.0;0.676516;0.669733;0.752064;0.817818;0.89154;0.0;0.0;0.0;0.0;0.0;0.0;0.0
735.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00529;4.5e-05;0.0;0.678658;0.670764;0.75302;0.818675;0.892229;0.0;0.0;0.0;0.0;0.0;0.0;0.0
735.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005124;4.3e-05;0.0;0.680572;0.671794;0.753974;0.81953;0.892916;0.0;0.0;0.0;0.0;0.0;0.0;0.0
736.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004963;4e-05;0.0;0.682262;0.672822;0.754927;0.820383;0.8936;0.0;0.0;0.0;0.0;0.0;0.0;0.0
736.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004807;3.8e-05;0.0;0.683733;0.673849;0.755877;0.821234;0.894282;0.0;0.0;0.0;0.0;0.0;0.0;0.0
737.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004655;3.6e-05;0.0;0.684992;0.674875;0.756826;0.822083;0.894961;0.0;0.0;0.0;0.0;0.0;0.0;0.0
737.5;0.0;0.0;0.0;0.0;7e-05;0.0;0.0;0.0;0.0;8.4e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004508;3.5e-05;0.0;0.686047;0.675899;0.757772;0.822929;0.895638;0.0;7.2e-05;0.0;7.2e-05;7.2e-05;7.2e-05;7.2e-05
738.0;0.0;0.0;0.0;0.0;0.095148;0.0;0.0;0.0;0.0;0.113679;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004364;3.3e-05;0.0;0.686908;0.676922;0.758717;0.823774;0.896313;0.0;0.096658;0.0;0.096658;0.096658;0.096658;0.096658
738.5;0.0;0.0;0.0;0.0;0.502195;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004225;3.1e-05;0.0;0.687585;0.677944;0.75966;0.824616;0.896985;0.0;0.510164;0.0;0.510164;0.510164;0.510164;0.510164
739.0;0.0;0.0;0.0;0.0;0.010354;0.0;0.0;0.0;0.0;0.01237;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00409;2.9e-05;0.0;0.688088;0.678964;0.760602;0.825456;0.897655;0.0;0.010518;0.0;0.010518;0.010518;0.010518;0.010518
739.5;0.0;0.0;0.0;0.0;1e-06;0.0;0.0;0.0;0.0;1e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003959;2.8e-05;0.0;0.688428;0.679983;0.761541;0.826294;0.898322;0.0;1e-06;0.0;1e-06;1e-06;1e-06;1e-06
740.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003832;2.6e-05;0.0;0.688618;0.681;0.762479;0.82713;0.898987;0.0;0.0;0.0;0.0;0.0;0.0;0.0
740.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003708;2.5e-05;0.0;0.688667;0.682016;0.763415;0.827964;0.899649;0.0;0.0;0.0;0.0;0.0;0.0;0.0
741.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003588;2.4e-05;0.0;0.688589;0.683031;0.764348;0.828795;0.900309;0.0;0.0;0.0;0.0;0.0;0.0;0.0
741.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003472;2.2e-05;0.0;0.688392;0.684044;0.765281;0.829624;0.900967;0.0;0.0;0.0;0.0;0.0;0.0;0.0
742.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003359;2.1e-05;0.0;0.688089;0.685056;0.766211;0.830452;0.901622;0.0;0.0;0.0;0.0;0.0;0.0;0.0
742.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003249;2e-05;0.0;0.687689;0.686066;0.767139;0.831277;0.902274;0.0;0.0;0.0;0.0;0.0;0.0;0.0
743.0;0.0;0.0;0.0;3.3e-05;0.0;0.0;0.0;0.0;0.0;4.2e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003143;1.9e-05;0.0;0.687202;0.687075;0.768066;0.8321;0.902925;0.0;0.0;3.8e-05;3.4e-05;0.0;0.0;3.4e-05
743.5;0.0;0.0;0.0;0.04507;0.0;0.0;0.0;0.0;0.0;0.056839;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00304;1.8e-05;0.0;0.686637;0.688082;0.76899;0.832921;0.903572;0.0;0.0;0.051155;0.045785;0.0;0.0;0.045785
744.0;0.0;0.0;0.0;0.237882;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00294;1.7e-05;0.0;0.686003;0.689089;0.769913;0.833739;0.904218;0.0;0.0;0.27;0.241657;0.0;0.0;0.241657
744.5;0.0;0.0;0.0;0.004904;0.0;0.0;0.0;0.0;0.0;0.006185;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002843;1.6e-05;0.0;0.685307;0.690093;0.770834;0.834556;0.904861;0.0;0.0;0.005567;0.004982;0.0;0.0;0.004982
745.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002749;1.5e-05;0.0;0.684556;0.691096;0.771753;0.83537;0.905502;0.0;0.0;0.0;0.0;0.0;0.0;0.0
745.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002658;1.4e-05;0.0;0.683757;0.692098;0.772671;0.836182;0.90614;0.0;0.0;0.0;0.0;0.0;0.0;0.0
746.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002569;1.4e-05;0.0;0.682915;0.693099;0.773586;0.836992;0.906776;0.0;0.0;0.0;0.0;0.0;0.0;0.0
746.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002484;1.3e-05;0.0;0.682033;0.694097;0.7745;0.8378;0.907409;0.0;0.0;0.0;0.0;0.0;0.0;0.0
747.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0024;1.2e-05;0.0;0.681114;0.695095;0.775411;0.838606;0.90804;0.0;0.0;0.0;0.0;0.0;0.0;0.0
747.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00232;1.2e-05;0.0;0.680158;0.696091;0.776321;0.839409;0.908669;0.0;0.0;0.0;0.0;0.0;0.0;0.0
748.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002242;1.1e-05;0.0;0.679162;0.697085;0.777229;0.840211;0.909295;0.0;0.0;0.0;0.0;0.0;0.0;0.0
748.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002166;1e-05;0.0;0.67812;0.698079;0.778135;0.84101;0.909919;0.0;0.0;0.0;0.0;0.0;0.0;0.0
749.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002093;1e-05;0.0;0.677017;0.69907;0.779039;0.841807;0.91054;0.0;0.0;0.0;0.0;0.0;0.0;0.0
749.5;0.0;0.0;0.0;0.0;0.000106;0.0;0.0;0.0;0.0;9.8e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002022;9e-06;0.0;0.67583;0.70006;0.779942;0.842602;0.911159;0.0;0.000108;0.0;0.000108;0.000108;0.000108;0.000108
750.0;0.0;0.0;0.0;0.0;0.143557;0.0;0.0;0.0;0.0;0.132625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001953;9e-06;0.0;0.674527;0.701049;0.780842;0.843394;0.911776;0.0;0.145835;0.0;0.145835;0.145835;0.145835;0.145835
750.5;0.0;0.0;0.0;0.0;0.757697;0.0;0.0;0.0;0.0;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001887;8e-06;0.0;0.673057;0.702036;0.781741;0.844185;0.91239;0.0;0.769722;0.0;0.769722;0.769722;0.769722;0.769722
751.0;0.0;0.0;0.0;0.0;0.015622;0.0;0.0;0.0;0.0;0.014432;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001822;8e-06;0.0;0.671351;0.703022;0.782638;0.844973;0.913002;0.0;0.01587;0.0;0.01587;0.01587;0.01587;0.01587
751.5;0.0;0.0;0.0;0.0;1e-06;0.0;0.0;0.0;0.0;1e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001759;7e-06;0.0;0.669316;0.704006;0.783532;0.84576;0.913611;0.0;1e-06;0.0;1e-06;1e-06;1e-06;1e-06
752.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001699;7e-06;0.0;0.66683;0.704989;0.784425;0.846544;0.914218;0.0;0.0;0.0;0.0;0.0;0.0;0.0
752.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00164;7e-06;0.0;0.663741;0.705971;0.785316;0.847326;0.914823;0.0;0.0;0.0;0.0;0.0;0.0;0.0
753.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001584;6e-06;0.0;0.659864;0.70695;0.786205;0.848105;0.915425;0.0;0.0;0.0;0.0;0.0;0.0;0.0
753.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001529;6e-06;0.0;0.654989;0.707929;0.787093;0.848883;0.916025;0.0;0.0;0.0;0.0;0.0;0.0;0.0
754.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001476;5e-06;0.0;0.648884;0.708906;0.787978;0.849658;0.916622;0.0;0.0;0.0;0.0;0.0;0.0;0.0
754.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001424;5e-06;0.0;0.64131;0.709881;0.788862;0.850432;0.917217;0.0;0.0;0.0;0.0;0.0;0.0;0.0
755.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001374;5e-06;0.0;0.632042;0.710855;0.789743;0.851203;0.91781;0.0;0.0;0.0;0.0;0.0;0.0;0.0
755.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001326;5e-06;0.0;0.620895;0.711827;0.790623;0.851972;0.9184;0.0;0.0;0.0;0.0;0.0;0.0;0.0
756.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00128;4e-06;0.0;0.607751;0.712798;0.791501;0.852739;0.918988;0.0;0.0;0.0;0.0;0.0;0.0;0.0
756.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001235;4e-06;0.0;0.592595;0.713767;0.792376;0.853503;0.919574;0.0;0.0;0.0;0.0;0.0;0.0;0.0
757.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001191;4e-06;0.0;0.575539;0.714735;0.79325;0.854266;0.920157;0.0;0.0;0.0;0.0;0.0;0.0;0.0
757.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001149;4e-06;0.0;0.55685;0.715702;0.794123;0.855026;0.920738;0.0;0.0;0.0;0.0;0.0;0.0;0.0
758.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001108;3e-06;0.0;0.536962;0.716666;0.794993;0.855784;0.921316;0.0;0.0;0.0;0.0;0.0;0.0;0.0
758.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001069;3e-06;0.0;0.516468;0.71763;0.795861;0.85654;0.921893;0.0;0.0;0.0;0.0;0.0;0.0;0.0
759.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00103;3e-06;0.0;0.495816;0.718591;0.796727;0.857294;0.922466;0.0;0.0;0.0;0.0;0.0;0.0;0.0
759.5;0.0;0.0;0.0;0.0;0.0;0.0;0.002578;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000994;3e-06;0.0;0.448677;0.719552;0.797592;0.858045;0.923038;0.0;0.0;0.0;0.0;0.002619;0.0;0.0
760.0;0.0;0.0;0.0;0.0;0.0;0.0;0.379013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000958;3e-06;0.0;0.459142;0.72051;0.798454;0.858795;0.923607;0.0;0.0;0.0;0.0;0.385028;0.0;0.0
760.5;0.0;0.0;0.0;0.0;0.0;0.0;0.217686;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000923;3e-06;0.0;0.444281;0.721468;0.799315;0.859542;0.924173;0.0;0.0;0.0;0.0;0.22114;0.0;0.0
761.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000488;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00089;2e-06;0.0;0.432872;0.722423;0.800174;0.860287;0.924738;0.0;0.0;0.0;0.0;0.000496;0.0;0.0
761.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000858;2e-06;0.0;0.42551;0.723377;0.80103;0.86103;0.9253;0.0;0.0;0.0;0.0;0.0;0.0;0.0
762.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000827;2e-06;0.0;0.422563;0.72433;0.801885;0.861771;0.925859;0.0;0.0;0.0;0.0;0.0;0.0;0.0
762.5;0.0;0.0;0.0;0.0;1.5e-05;0.0;0.0;0.0;0.0;1.4e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000797;2e-06;0.0;0.424145;0.725281;0.802738;0.86251;0.926416;0.0;1.5e-05;0.0;1.5e-05;1.5e-05;1.5e-05;1.5e-05
763.0;0.0;0.0;0.0;0.0;0.061524;0.0;0.0;0.0;0.0;0.055864;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000768;2e-06;0.0;0.4301;0.72623;0.803589;0.863246;0.926971;0.0;0.0625;0.0;0.0625;0.0625;0.0625;0.0625
763.5;0.0;0.0;0.0;0.0;0.984378;0.0;0.0;0.0;0.0;0.89383;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00074;2e-06;0.0;0.44002;0.727178;0.804439;0.863981;0.927524;0.0;1.0;0.0;1.0;1.0;1.0;1.0
764.0;0.0;0.0;0.0;0.0;0.061524;0.0;0.0;0.0;0.0;0.055864;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000713;2e-06;0.0;0.453281;0.728125;0.805286;0.864713;0.928074;0.0;0.0625;0.0;0.0625;0.0625;0.0625;0.0625
